student_id,age,gender,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
7720,17,2,6.28,77.6,1,7.7,1,1,0,2
7801,20,1,7.66,78.9,1,7.6,1,1,1,0
10105,20,2,0.45,59.4,1,9.8,0,4,0,1
18340,19,1,5.59,48.7,1,8.1,0,0,1,2
1122,17,1,7.85,62.4,1,6.1,2,3,0,2
2657,17,1,6.6,68.7,1,8.1,1,4,2,1
3479,20,0,3.31,57.4,1,6.7,0,1,1,1
8674,17,1,7.59,91.0,1,6.2,2,4,2,1
17127,18,0,2.14,53.0,0,8.2,2,2,2,2
16528,24,1,2.09,86.3,1,7.4,0,3,1,0
7034,21,1,3.82,73.7,0,7.8,1,4,2,1
11468,24,2,6.06,62.0,1,6.9,0,3,2,0
19989,18,0,2.05,46.2,1,6.5,2,3,2,1
3527,18,2,2.24,94.2,1,8.2,0,1,2,2
1836,18,1,1.41,70.7,1,8.7,0,0,1,0
8346,24,1,4.82,65.0,1,9.6,0,1,0,2
16465,21,0,6.88,81.7,0,7.7,0,3,1,2
9672,23,1,7.05,83.0,1,8.9,0,4,1,0
1043,20,1,0.08,99.3,1,6.5,0,2,0,1
9318,21,1,2.55,82.2,1,4.9,1,2,0,1
15703,22,0,1.52,51.5,1,6.8,2,0,1,0
983,21,2,5.15,70.8,1,6.4,1,1,2,0
9546,17,1,0.14,76.9,1,4.4,2,4,0,0
4405,19,1,6.36,43.8,1,4.7,0,2,1,1
18466,21,1,5.31,70.9,1,6.4,2,2,0,0
18855,18,2,4.71,90.7,1,8.9,1,4,2,2
11801,18,0,0.55,78.7,1,7.0,1,3,0,0
19164,17,1,6.27,74.5,1,7.1,1,2,2,1
378,22,0,7.22,84.6,1,4.9,2,1,2,1
358,24,0,0.19,44.5,0,6.7,0,0,2,2
12623,19,1,5.57,62.2,1,8.5,2,3,2,0
19743,24,1,7.21,41.3,1,7.6,0,4,0,1
13296,17,0,6.72,59.2,1,7.6,2,4,1,0
7913,18,2,0.44,94.0,1,9.6,2,4,2,1
13215,17,1,6.05,46.4,1,7.6,2,0,0,1
9872,18,0,2.03,86.9,1,6.0,2,1,0,0
17962,21,1,3.46,99.4,0,8.4,1,0,1,0
16622,24,0,3.34,54.7,1,7.8,1,3,2,1
2235,21,2,4.16,43.0,1,9.3,2,2,0,1
19188,22,0,5.91,52.3,1,8.1,0,2,0,0
14465,23,0,6.49,63.7,1,9.3,2,1,1,0
12223,21,0,4.69,64.7,1,9.2,0,4,2,2
19900,21,2,7.86,64.5,1,7.6,0,0,2,0
15732,20,1,5.39,92.3,1,5.7,1,0,2,0
8615,18,0,7.47,88.2,1,8.0,1,1,0,1
7785,20,1,5.15,62.1,1,7.8,0,4,1,2
17848,19,0,4.17,40.6,1,4.3,0,4,1,0
5486,18,0,1.34,64.7,1,6.4,1,0,0,1
7224,19,1,4.38,69.1,1,8.9,1,1,2,2
4549,21,1,6.71,47.4,1,9.6,1,2,1,0
18933,24,1,3.86,48.3,1,6.2,1,1,2,1
2719,21,2,4.02,95.0,1,5.7,2,3,1,0
5848,22,0,2.6,95.1,1,8.7,2,0,1,0
1257,18,0,4.97,92.8,1,7.6,0,0,1,1
2641,18,1,0.12,52.8,1,7.6,0,4,2,0
2653,24,0,3.12,95.3,0,9.0,0,0,2,0
7126,24,2,7.3,95.6,0,5.0,0,3,2,1
4414,22,1,6.69,51.5,1,6.6,2,1,2,2
8754,22,0,4.62,60.5,1,9.3,0,3,2,2
9164,23,0,7.52,75.8,1,4.5,0,0,2,1
1337,22,0,1.75,46.9,1,8.3,1,0,1,1
114,20,0,4.72,97.5,1,4.6,2,3,0,1
15496,22,2,2.58,61.9,1,6.9,0,3,2,0
16667,22,0,2.27,41.4,1,4.1,1,1,2,1
9160,17,0,5.07,49.9,1,7.0,0,1,0,1
13484,19,1,2.73,88.3,1,4.7,2,2,0,2
17758,18,1,7.87,96.3,1,9.8,1,3,1,1
13105,17,0,7.7,43.7,1,9.3,2,4,0,2
18327,24,2,7.91,63.8,0,8.2,1,4,0,0
12763,18,0,1.87,85.4,1,9.1,1,2,0,1
4346,21,0,4.91,58.1,1,5.2,2,4,1,0
7050,21,0,0.08,43.1,1,6.4,1,4,0,0
381,17,0,1.76,58.2,1,7.9,0,4,0,2
4844,18,0,3.26,80.1,1,4.1,1,2,1,1
15142,22,1,5.16,61.8,1,5.1,1,0,0,0
16368,17,2,1.66,49.2,1,7.6,1,1,2,1
19284,18,1,2.52,84.3,1,8.0,0,0,1,1
11104,17,1,4.78,95.8,1,9.0,1,0,1,1
136,19,2,2.88,54.7,1,5.3,1,0,0,1
10420,17,2,1.1,60.2,1,6.7,1,4,2,0
10959,22,1,5.34,52.7,1,4.5,0,2,1,1
12077,22,2,2.78,47.1,1,8.1,1,4,1,0
14755,24,0,0.25,86.8,1,7.1,2,0,2,2
11615,23,0,6.84,76.2,1,8.7,1,4,0,1
5679,21,0,5.75,94.9,1,9.4,0,2,0,1
11666,19,2,7.38,78.7,1,6.3,1,2,0,2
7290,17,0,6.28,98.8,1,9.8,1,2,0,0
2088,22,0,4.16,63.5,1,8.7,0,4,0,1
9812,21,1,5.41,63.2,1,4.5,2,0,0,1
6474,24,0,7.44,65.3,1,4.9,2,1,1,0
18967,17,0,2.09,95.3,1,6.4,2,0,2,1
3998,23,2,7.42,66.6,1,4.2,1,4,2,1
10088,20,1,5.54,91.6,1,5.0,1,4,2,0
14498,23,1,7.91,84.2,0,5.1,0,3,2,0
4357,24,2,1.2,48.5,1,7.2,2,0,1,1
19906,23,1,6.85,86.0,1,4.2,2,1,2,1
3289,18,0,4.87,57.0,1,8.0,2,2,0,1
9250,17,2,5.99,99.4,1,9.5,0,3,2,1
426,18,0,1.8,72.8,1,9.3,2,1,2,1
18010,17,1,1.96,50.0,1,8.4,0,2,2,1
18612,20,0,3.03,43.3,1,5.4,0,3,2,1
19299,17,2,1.57,42.8,1,7.5,0,2,1,1
10896,19,1,0.09,61.3,1,6.5,0,4,2,1
5509,21,1,7.19,46.7,0,4.3,2,2,0,1
16491,19,2,3.83,58.4,1,8.9,1,4,2,1
7426,24,2,0.3,87.4,1,8.2,2,3,0,1
7088,18,0,1.97,55.3,0,4.9,2,2,0,1
10150,24,1,1.49,87.2,1,9.1,2,2,1,0
6978,18,1,0.14,59.4,1,5.4,1,1,1,1
7536,19,1,7.41,91.2,0,8.9,1,4,1,0
3215,21,0,3.84,97.5,1,4.7,2,1,1,0
9026,24,1,5.9,69.4,1,7.1,0,2,1,0
1834,17,1,4.92,63.4,0,7.9,0,2,0,1
3659,19,1,5.54,58.4,1,9.9,2,4,2,1
14062,17,2,6.13,46.6,1,6.9,0,2,1,1
16376,20,1,6.73,45.1,1,8.3,1,3,1,2
18494,20,0,5.17,61.8,1,7.4,0,4,2,2
15181,17,1,4.42,42.6,0,7.3,1,2,2,2
9542,22,0,0.08,85.0,0,9.7,2,1,2,1
12725,24,1,3.45,83.2,1,5.9,2,1,1,1
7489,17,2,7.15,99.4,1,4.1,1,4,1,1
14518,22,1,3.43,67.0,1,7.6,1,2,0,2
8414,18,2,5.79,44.6,1,5.9,0,0,0,1
6511,19,0,3.69,56.6,1,4.9,2,4,2,1
654,23,0,2.44,46.3,0,8.6,0,2,2,1
8031,19,1,7.9,50.0,1,5.7,2,4,1,1
12039,22,1,0.51,64.8,0,9.1,2,2,1,2
3235,21,0,2.22,98.7,1,5.2,1,1,0,1
15569,19,2,1.02,51.1,1,9.0,0,0,1,1
2727,18,0,1.86,73.0,1,9.5,0,0,1,1
1114,19,1,5.31,75.0,1,6.0,1,2,1,0
12138,19,0,0.36,87.4,1,5.7,1,2,2,1
13564,20,2,7.28,76.5,1,9.5,0,0,0,2
374,19,1,7.11,94.5,0,5.9,0,2,1,0
2100,18,0,5.37,95.5,1,8.8,2,1,2,1
7135,17,0,0.4,48.3,1,6.8,1,2,2,1
2994,23,0,6.91,68.4,1,6.2,2,1,1,2
8171,24,1,5.7,43.9,0,4.3,0,4,0,0
1276,22,2,4.77,78.9,1,9.9,2,3,1,1
10255,17,2,1.66,75.1,0,7.8,2,1,0,0
4305,22,0,5.94,86.3,1,5.9,2,2,1,2
9751,19,0,7.91,90.3,1,7.9,0,0,0,0
8261,22,1,3.27,48.4,1,7.0,2,4,1,2
9433,23,1,0.08,93.9,1,7.5,0,0,1,1
2133,21,0,0.72,93.9,1,8.9,1,0,2,1
16602,22,2,6.91,65.5,1,7.2,1,4,2,2
16846,22,2,3.63,81.8,1,5.3,2,3,0,1
13929,22,2,6.23,95.9,1,5.6,1,1,0,1
17703,18,2,4.52,42.9,1,5.6,2,2,1,1
9067,23,0,1.77,84.9,1,5.4,0,2,2,2
9669,18,1,3.44,70.7,1,9.2,1,3,1,0
6115,18,0,4.89,71.3,1,9.9,2,2,0,0
10765,24,0,4.82,62.5,0,7.7,0,4,2,2
13526,24,0,2.14,43.9,1,5.4,2,1,1,0
5639,17,2,0.72,51.5,1,4.1,1,1,2,1
863,17,2,3.42,68.5,1,9.8,0,4,2,1
7295,18,2,6.57,75.8,0,4.1,2,2,1,1
12112,17,2,6.08,91.9,1,5.7,1,3,2,1
10040,20,1,7.53,41.8,1,9.3,0,3,0,2
7178,23,1,4.68,95.2,1,8.2,0,2,1,0
1721,17,1,0.36,84.3,1,6.9,1,0,2,1
11687,22,0,2.95,70.3,0,9.6,0,4,0,2
8319,18,2,1.18,60.6,1,6.2,0,3,1,1
15901,24,1,2.92,76.4,1,7.6,1,2,2,0
18539,19,2,6.32,51.7,1,9.1,0,2,0,1
6391,23,2,1.64,80.9,1,4.3,1,1,0,0
639,23,0,1.98,43.0,0,7.0,2,1,0,1
12637,24,0,5.34,50.7,1,9.7,0,3,2,1
4133,22,1,2.97,51.2,1,8.4,2,3,2,1
567,18,2,7.09,57.8,1,9.9,1,1,0,1
9531,22,2,5.88,52.2,1,5.2,2,0,1,1
16075,17,1,6.92,93.6,1,9.9,1,1,0,1
11451,23,0,2.03,89.9,1,7.8,0,0,1,1
1306,22,2,5.16,92.0,0,8.9,1,4,1,0
19105,18,0,4.45,87.3,1,8.8,1,2,0,0
4304,17,2,3.08,68.5,1,8.1,2,2,1,2
8374,17,0,3.88,71.5,1,9.9,0,3,1,0
13244,19,1,1.66,54.1,1,4.8,2,2,2,0
14558,21,1,3.91,53.5,1,9.1,2,1,2,2
14801,24,0,1.4,86.4,0,4.6,2,0,2,2
10820,23,0,0.43,61.4,1,8.3,1,0,2,0
10958,21,0,6.09,76.2,1,4.1,2,2,0,0
8305,19,0,6.62,51.4,0,9.3,1,1,1,0
13376,24,0,6.57,77.7,0,4.7,2,4,1,1
13338,18,1,0.73,79.0,1,4.9,0,0,0,1
1796,18,2,7.26,60.1,0,6.6,0,1,0,2
8032,21,1,6.2,91.2,1,6.9,0,1,1,1
10471,21,0,3.21,67.6,1,7.2,0,4,1,0
1965,23,1,6.98,68.5,1,4.9,1,2,1,1
2630,17,0,7.11,54.6,1,7.2,1,0,0,1
8088,24,2,2.79,84.5,1,9.6,1,3,0,0
14321,24,2,6.83,60.5,0,7.3,0,0,2,0
11100,20,2,5.48,63.3,1,7.1,1,0,1,2
17639,22,2,3.18,84.3,1,6.6,2,1,1,2
8234,21,2,6.24,85.2,1,5.6,0,1,2,2
18850,21,1,2.42,84.7,1,6.5,0,0,2,0
5611,19,0,1.72,80.5,1,7.8,0,4,1,1
6245,23,0,3.65,50.8,1,5.3,0,0,1,2
12527,20,0,2.11,44.1,1,9.4,0,2,0,0
6416,17,2,4.89,55.2,0,6.1,1,0,1,0
11010,23,0,6.94,55.3,1,7.9,0,0,2,0
6007,19,0,7.14,60.2,0,5.0,0,4,1,0
2544,20,0,5.1,72.5,0,4.6,2,2,1,2
3885,18,1,3.8,97.2,1,9.2,1,4,1,1
6014,21,1,3.95,84.4,1,8.9,2,1,1,1
2276,20,2,4.12,70.2,1,5.3,2,3,1,1
8464,17,0,7.91,76.4,0,4.7,2,3,1,0
10576,21,0,7.89,71.0,1,4.1,2,3,1,1
421,24,2,3.78,45.9,1,8.8,1,3,2,2
285,20,2,0.21,49.2,0,8.2,1,0,2,1
999,24,1,4.74,56.8,1,6.6,0,1,1,1
17968,23,0,2.35,76.0,0,9.0,0,2,0,1
3182,18,1,1.34,69.7,1,9.1,0,4,0,0
6370,17,1,4.6,84.5,1,7.7,1,2,1,1
16249,24,2,7.71,61.3,1,8.0,1,0,1,0
18008,17,0,3.02,45.6,1,5.2,2,1,0,0
3835,18,1,0.55,77.8,1,4.1,2,1,1,0
18287,17,0,0.71,92.9,1,4.5,1,2,2,0
3246,23,1,6.09,49.4,1,9.1,1,2,1,0
4282,24,1,2.48,49.8,1,8.9,0,0,2,0
11810,20,2,2.01,95.9,1,7.7,1,0,1,1
18318,18,0,5.64,89.8,1,6.4,0,1,2,2
8923,22,2,7.45,44.8,1,6.5,0,4,2,1
12499,18,0,1.9,71.4,1,9.9,2,2,1,1
8376,18,1,6.3,89.9,1,9.4,2,1,1,0
17751,23,0,3.17,97.8,1,5.0,1,1,2,2
9043,21,0,4.04,46.0,1,7.1,1,3,1,1
5419,21,0,7.89,67.8,1,7.1,2,2,1,2
17901,18,0,2.29,74.5,0,5.4,2,4,0,1
16229,24,0,4.32,96.1,0,4.2,0,2,0,1
12598,19,0,0.19,96.9,1,5.6,2,4,2,1
13556,21,1,4.76,73.8,1,8.8,1,1,1,2
683,24,1,7.38,77.6,1,6.6,0,0,1,0
6030,19,0,2.73,55.6,1,4.6,1,3,1,1
12471,17,1,0.19,53.5,1,9.7,2,0,2,1
151,23,2,1.61,44.9,1,4.9,0,2,2,0
19409,21,2,2.56,85.8,1,9.5,1,4,2,0
5565,17,1,1.73,61.7,1,8.7,1,1,1,0
3412,24,1,2.28,76.7,1,7.7,1,0,0,1
8295,17,0,0.4,46.4,1,5.9,1,2,1,1
14878,18,0,0.08,83.6,1,6.2,1,0,1,0
14837,22,1,0.19,65.1,1,4.3,0,1,2,1
8529,24,1,2.9,59.0,1,9.1,0,1,2,0
9148,19,0,5.9,65.1,1,9.7,0,3,0,2
16831,19,0,0.14,53.8,1,5.6,0,3,2,1
5459,21,2,2.75,91.5,1,8.4,0,2,2,0
6139,17,0,6.77,92.3,1,5.5,2,4,2,1
4437,22,0,0.66,96.2,1,6.2,2,1,0,1
14820,18,2,7.22,99.2,1,5.2,2,4,2,1
4316,19,2,0.37,47.6,1,4.4,2,2,0,1
15113,17,2,2.29,59.3,1,5.6,1,4,0,1
2662,23,1,1.75,93.6,0,5.1,1,0,1,0
17552,18,1,1.7,92.1,1,6.2,0,1,0,1
13025,23,2,0.57,74.9,1,7.2,1,1,1,0
13864,22,0,2.29,49.8,1,6.0,2,0,0,1
3789,24,2,2.83,66.5,1,4.2,0,1,2,2
16135,20,2,7.57,95.4,1,4.7,1,1,2,1
1277,22,2,4.77,94.9,1,5.6,0,2,2,0
16331,20,2,3.05,66.2,0,5.5,0,1,0,0
5906,18,0,4.98,99.4,1,4.3,1,2,0,1
5116,19,0,7.91,44.9,1,9.4,1,4,0,2
12693,24,0,5.26,90.2,1,6.7,1,3,2,0
117,17,2,1.54,52.5,1,7.2,1,2,1,1
16269,23,2,4.7,63.3,1,7.7,0,1,2,1
17630,24,1,4.63,93.0,0,4.1,0,4,2,2
18770,20,0,2.35,74.0,1,6.7,1,3,2,1
11725,19,0,2.69,43.8,0,9.7,1,0,0,0
1113,18,0,7.39,66.1,1,8.9,1,3,2,0
17399,18,2,2.51,87.1,1,8.6,2,3,2,0
19675,20,0,6.76,54.4,1,7.6,0,3,1,2
15810,24,2,5.75,57.8,1,9.7,0,3,1,0
19561,20,1,0.34,65.4,1,7.4,1,1,2,0
18585,23,1,6.72,78.7,1,8.8,1,2,2,1
3652,17,0,7.74,78.9,1,6.9,0,2,2,2
8337,20,0,6.18,57.3,1,8.8,0,3,2,1
1256,17,0,2.1,55.0,1,5.5,2,2,1,2
3685,24,2,0.14,69.8,1,5.9,2,4,2,1
14025,21,2,7.05,54.1,1,8.8,2,1,0,0
15432,17,2,7.91,61.2,1,7.8,0,1,2,2
18985,18,2,7.2,94.7,0,7.2,2,2,1,2
13692,17,0,0.19,69.7,1,4.2,0,1,0,1
2482,23,2,6.01,96.6,1,6.4,0,2,2,2
7859,17,0,7.33,66.0,1,9.0,1,0,0,1
7712,18,1,0.34,84.0,1,9.9,1,4,2,1
10157,17,2,2.76,72.8,1,6.6,2,0,1,2
17406,18,2,1.47,58.1,1,7.7,1,3,1,2
830,17,0,7.48,46.1,0,7.8,2,4,1,1
17545,21,0,0.58,54.2,1,8.9,2,0,0,1
1603,23,2,6.12,51.7,1,7.1,0,0,1,1
16863,18,0,3.03,73.2,1,8.1,1,1,0,0
3059,20,1,0.08,45.9,1,8.0,1,0,1,1
14738,24,1,7.4,90.5,1,7.9,0,3,1,2
10824,23,2,0.08,56.4,1,7.2,0,4,1,1
16050,18,2,1.92,81.5,1,9.2,0,4,0,1
15950,23,2,2.67,43.5,1,4.8,2,4,0,1
5260,18,2,0.36,75.5,1,4.1,2,0,0,0
10462,23,1,4.27,86.7,0,8.9,0,3,2,2
11907,23,1,7.62,96.2,1,7.0,1,3,0,1
9364,17,2,3.75,65.1,1,5.1,1,1,2,2
17871,20,0,3.6,69.4,1,6.5,1,1,2,1
13964,24,0,3.96,51.2,1,5.6,1,3,1,1
16957,17,2,2.95,92.5,1,8.8,0,1,1,1
1922,21,0,1.45,43.8,0,6.5,1,4,0,1
11076,21,0,2.84,56.6,1,6.2,1,2,2,0
10779,19,0,5.88,66.2,1,4.7,0,1,0,2
